粉尘名称：
粉尘粒径：
粉尘含水量：

初始含氧量：
初始压力：
测试浓度：
点火能量：
反应器体积：0.000Lt1Pmax=0.628149,t=0.274700S(dp/dt)max=698.164321/S  kst=698.164321.m/St2Pmax=0.631058,t=0.274700S(dp/dt)max=815.362646/S  kst=815.362646.m/St3Pmax=0.636721,t=0.324900S(dp/dt)max=947.061579/S  kst=947.061579.m/S时间	t1	t2	t3	t4
D:H:M:S				
01:08:00:00	0.595417	0.596593	0.600239	0.602743
01:08:00:00	0.600641	0.592698	0.603267	0.602859
01:08:00:00	0.599591	0.598916	0.599676	0.597029
01:08:00:00	0.597527	0.593468	0.599051	0.595511
01:08:00:00	0.596790	0.596576	0.600912	0.598054
01:08:00:00	0.595340	0.596099	0.594713	0.601410
01:08:00:00	0.598905	0.594914	0.601071	0.600594
01:08:00:00	0.593308	0.592293	0.598924	0.596429
01:08:00:00	0.593656	0.598487	0.597781	0.597234
01:08:00:00	0.600673	0.594632	0.600775	0.598236
01:08:00:00	0.590931	0.593128	0.601735	0.600522
01:08:00:00	0.594357	0.598986	0.598857	0.600618
01:08:00:00	0.599184	0.596833	0.597291	0.601931
01:08:00:00	0.594888	0.600913	0.603032	0.602465
01:08:00:00	0.598812	0.600443	0.598608	0.597459
01:08:00:00	0.600683	0.601041	0.597086	0.598768
01:08:00:00	0.594094	0.597984	0.603304	0.593593
01:08:00:00	0.598037	0.599390	0.602984	0.601380
01:08:00:00	0.595110	0.597404	0.594578	0.601295
01:08:00:00	0.592992	0.593843	0.599559	0.599119
01:08:00:00	0.594724	0.600547	0.596831	0.600495
01:08:00:00	0.594974	0.601698	0.603288	0.596287
01:08:00:00	0.595942	0.593434	0.597851	0.594920
01:08:00:00	0.597607	0.597964	0.601013	0.595376
01:08:00:00	0.592828	0.599258	0.600709	0.599690
01:08:00:00	0.592881	0.600210	0.602647	0.594774
01:08:00:00	0.597466	0.601130	0.602289	0.602142
01:08:00:00	0.596466	0.598840	0.601932	0.596904
01:08:00:00	0.596001	0.599126	0.595761	0.602391
01:08:00:00	0.597679	0.598556	0.597460	0.601027
01:08:00:00	0.598466	0.596602	0.595836	0.596305
01:08:00:00	0.592324	0.601439	0.597376	0.597386
01:08:00:00	0.599153	0.591992	0.595432	0.595113
01:08:00:00	0.597906	0.601140	0.597337	0.600529
01:08:00:00	0.590741	0.597664	0.598482	0.601625
01:08:00:00	0.599740	0.601504	0.598465	0.594653
01:08:00:00	0.598928	0.600408	0.599089	0.593964
01:08:00:00	0.591581	0.595851	0.600368	0.598749
01:08:00:00	0.599990	0.594537	0.604227	0.595444
01:08:00:00	0.592638	0.594122	0.596853	0.602556
01:08:00:00	0.592734	0.594889	0.594300	0.594841
01:08:00:00	0.596322	0.594862	0.602081	0.602017
01:08:00:00	0.597785	0.599677	0.602944	0.596373
01:08:00:00	0.594576	0.597715	0.599018	0.595390
01:08:00:00	0.599286	0.593460	0.603972	0.596762
01:08:00:00	0.593202	0.599319	0.598412	0.593146
01:08:00:00	0.590716	0.598814	0.595029	0.597210
01:08:00:00	0.595181	0.595030	0.599236	0.598090
01:08:00:00	0.598034	0.600290	0.599393	0.594365
01:08:00:00	0.599624	0.598829	0.601335	0.600308
01:08:00:00	0.596411	0.598699	0.599475	0.600242
01:08:00:00	0.593653	0.596088	0.604047	0.598843
01:08:00:00	0.591175	0.595610	0.600302	0.597917
01:08:00:00	0.596433	0.594353	0.600125	0.594335
01:08:00:00	0.596460	0.595057	0.600037	0.602829
01:08:00:00	0.593372	0.600349	0.601242	0.598404
01:08:00:00	0.596276	0.594192	0.603104	0.599394
01:08:00:00	0.591280	0.592014	0.600964	0.601029
01:08:00:00	0.596863	0.596968	0.598531	0.601330
01:08:00:00	0.592597	0.599444	0.603842	0.601343
01:08:00:00	0.591316	0.596386	0.602795	0.593324
01:08:00:00	0.596865	0.599149	0.598687	0.599152
01:08:00:00	0.593617	0.593310	0.595329	0.601801
01:08:00:00	0.593912	0.593449	0.601176	0.600165
01:08:00:00	0.592872	0.596502	0.601698	0.602807
01:08:00:00	0.592803	0.598008	0.598321	0.602243
01:08:00:00	0.597143	0.592649	0.594967	0.600605
01:08:00:00	0.596549	0.597040	0.598351	0.597606
01:08:00:00	0.591245	0.596221	0.595849	0.600706
01:08:00:00	0.599200	0.600317	0.597822	0.597572
01:08:00:00	0.599594	0.594657	0.597734	0.595812
01:08:00:00	0.597960	0.601063	0.600500	0.595235
01:08:00:00	0.594221	0.594573	0.602050	0.598270
01:08:00:00	0.596247	0.598967	0.597714	0.600095
01:08:00:00	0.595248	0.594354	0.596240	0.594910
01:08:00:00	0.594164	0.597570	0.599721	0.601750
01:08:00:00	0.594120	0.592937	0.598252	0.595490
01:08:00:00	0.596675	0.597254	0.602866	0.601425
01:08:00:00	0.597679	0.598720	0.596294	0.599301
01:08:00:00	0.593127	0.594869	0.600256	0.593295
01:08:00:00	0.596209	0.594929	0.599668	0.596699
01:08:00:00	0.597091	0.596655	0.596877	0.594558
01:08:00:00	0.592156	0.591798	0.595552	0.594136
01:08:00:00	0.597974	0.595750	0.599829	0.595582
01:08:00:00	0.594625	0.596221	0.596149	0.602801
01:08:00:00	0.596422	0.593143	0.597481	0.594255
01:08:00:00	0.599538	0.600064	0.597890	0.597822
01:08:00:00	0.590459	0.595926	0.601138	0.596493
01:08:00:00	0.591652	0.593793	0.603205	0.599663
01:08:00:00	0.599808	0.596150	0.595545	0.600517
01:08:00:00	0.598052	0.596821	0.597770	0.592931
01:08:00:00	0.596099	0.597678	0.598453	0.597071
01:08:00:00	0.591355	0.592352	0.596894	0.596288
01:08:00:00	0.595266	0.593279	0.599751	0.596540
01:08:00:00	0.593385	0.593032	0.596593	0.597038
01:08:00:00	0.598998	0.596189	0.595234	0.600198
01:08:00:00	0.594495	0.598333	0.594869	0.602493
01:08:00:00	0.599379	0.594283	0.600725	0.593968
01:08:00:00	0.600113	0.601119	0.598085	0.600540
01:08:00:00	0.595554	0.601193	0.596387	0.593627
01:08:00:00	0.592708	0.596025	0.596398	0.593813
01:08:00:00	0.597714	0.601185	0.598772	0.602705
01:08:00:00	0.599192	0.594145	0.598482	0.597458
01:08:00:00	0.597640	0.594546	0.602059	0.598909
01:08:00:00	0.593821	0.597508	0.595242	0.598833
01:08:00:00	0.591900	0.599935	0.597714	0.599614
01:08:00:00	0.599464	0.597091	0.596629	0.596499
01:08:00:00	0.598887	0.595262	0.599971	0.602290
01:08:00:00	0.598758	0.592801	0.601808	0.596637
01:08:00:00	0.598825	0.598058	0.602122	0.601877
01:08:00:00	0.592235	0.597342	0.596213	0.598009
01:08:00:00	0.591835	0.594668	0.596927	0.595569
01:08:00:00	0.597193	0.596715	0.600163	0.598975
01:08:00:00	0.591713	0.592496	0.602776	0.601823
01:08:00:00	0.595235	0.599990	0.597290	0.601985
01:08:00:00	0.594747	0.594753	0.598469	0.596277
01:08:00:00	0.595435	0.598511	0.595509	0.592866
01:08:00:00	0.597788	0.598472	0.603314	0.596489
01:08:00:00	0.597057	0.599689	0.601373	0.601949
01:08:00:00	0.596687	0.593944	0.597375	0.595543
01:08:00:00	0.594903	0.600030	0.596715	0.594835
01:08:00:00	0.590789	0.599055	0.596161	0.602572
01:08:00:00	0.599901	0.597444	0.593873	0.597866
01:08:00:00	0.595059	0.595588	0.594790	0.598420
01:08:00:00	0.597942	0.591619	0.601241	0.593777
01:08:00:00	0.597831	0.599341	0.596421	0.594555
01:08:00:00	0.594973	0.593332	0.597370	0.599678
01:08:00:00	0.600139	0.595966	0.603165	0.597368
01:08:00:00	0.595217	0.599316	0.596224	0.597942
01:08:00:00	0.596128	0.601242	0.597032	0.601116
01:08:00:00	0.597655	0.592411	0.594042	0.593063
01:08:00:00	0.595601	0.596134	0.595541	0.599663
01:08:00:00	0.592923	0.600069	0.594744	0.595980
01:08:00:00	0.591706	0.597410	0.595864	0.596952
01:08:00:00	0.593960	0.596896	0.597364	0.594285
01:08:00:00	0.596456	0.591364	0.600364	0.600796
01:08:00:00	0.592874	0.599814	0.594747	0.597523
01:08:00:00	0.592201	0.598887	0.596089	0.597607
01:08:00:00	0.593656	0.595750	0.602428	0.600540
01:08:00:00	0.591370	0.598873	0.603565	0.592851
01:08:00:00	0.597701	0.598870	0.603360	0.595505
01:08:00:00	0.598405	0.594569	0.594299	0.601926
01:08:00:00	0.593187	0.597725	0.596338	0.601231
01:08:00:00	0.595781	0.597332	0.600282	0.593282
01:08:00:00	0.594180	0.599618	0.597352	0.595617
01:08:00:00	0.598180	0.597895	0.603002	0.593928
01:08:00:00	0.598426	0.595815	0.601596	0.595639
01:08:00:00	0.598845	0.592172	0.598286	0.594770
01:08:00:00	0.596320	0.591706	0.596174	0.602235
01:08:00:00	0.597390	0.598778	0.599648	0.598226
01:08:00:00	0.594961	0.594161	0.602624	0.595138
01:08:00:00	0.599678	0.600066	0.599471	0.596383
01:08:00:00	0.598505	0.592194	0.603060	0.593473
01:08:00:00	0.592166	0.595969	0.603421	0.597704
01:08:00:00	0.592392	0.594732	0.597685	0.595502
01:08:00:00	0.590283	0.597825	0.598908	0.601273
01:08:00:00	0.598877	0.592475	0.596905	0.600771
01:08:00:00	0.590172	0.596234	0.594181	0.602153
01:08:00:00	0.592268	0.600416	0.597378	0.597150
01:08:00:00	0.591795	0.594187	0.601982	0.600786
01:08:00:00	0.595659	0.600473	0.593664	0.598711
01:08:00:00	0.590652	0.599047	0.597083	0.601502
01:08:00:00	0.596186	0.593752	0.595578	0.598146
01:08:00:00	0.595089	0.593280	0.603315	0.600246
01:08:00:00	0.598044	0.593306	0.595149	0.596502
01:08:00:00	0.596554	0.592652	0.601630	0.597616
01:08:00:00	0.592131	0.596493	0.597554	0.602249
01:08:00:00	0.590774	0.597211	0.594329	0.598734
01:08:00:00	0.599602	0.592022	0.595853	0.601948
01:08:00:00	0.594245	0.597220	0.602523	0.593763
01:08:00:00	0.593362	0.599940	0.595995	0.601916
01:08:00:00	0.594284	0.591803	0.601735	0.600021
01:08:00:00	0.596871	0.593724	0.602415	0.600759
01:08:00:00	0.594226	0.597032	0.601627	0.594966
01:08:00:00	0.599623	0.597829	0.597155	0.593935
01:08:00:00	0.591967	0.595712	0.598580	0.595991
01:08:00:00	0.590897	0.599055	0.599587	0.594744
01:08:00:00	0.598135	0.594936	0.600545	0.600337
01:08:00:00	0.599400	0.595497	0.596622	0.598908
01:08:00:00	0.595245	0.596993	0.602740	0.595807
01:08:00:00	0.593313	0.592898	0.596665	0.593883
01:08:00:00	0.597768	0.593276	0.596228	0.602113
01:08:00:00	0.593497	0.593309	0.598687	0.599093
01:08:00:00	0.596257	0.592738	0.595441	0.594867
01:08:00:00	0.592535	0.593851	0.594503	0.600778
01:08:00:00	0.591584	0.600248	0.594012	0.594050
01:08:00:00	0.597979	0.597673	0.598498	0.595232
01:08:00:00	0.592187	0.600472	0.602629	0.600592
01:08:00:00	0.595778	0.591361	0.595353	0.595602
01:08:00:00	0.590971	0.596051	0.594453	0.602135
01:08:00:00	0.598938	0.595559	0.601748	0.597627
01:08:00:00	0.593276	0.595005	0.602357	0.594160
01:08:00:00	0.597209	0.598190	0.595252	0.601594
01:08:00:00	0.594637	0.600404	0.597218	0.601437
01:08:00:00	0.599454	0.599424	0.595336	0.600697
01:08:00:00	0.596621	0.594199	0.594737	0.595868
01:08:00:00	0.599130	0.596814	0.596666	0.592818
01:08:00:00	0.594261	0.591752	0.600021	0.599665
01:08:00:00	0.597725	0.596228	0.599055	0.597287
01:08:00:00	0.598603	0.597429	0.599384	0.599409
01:08:00:00	0.593101	0.596599	0.602157	0.593175
01:08:00:00	0.598269	0.595983	0.601505	0.597378
01:08:00:00	0.592901	0.596199	0.599641	0.600629
01:08:00:00	0.592793	0.593051	0.597893	0.600373
01:08:00:00	0.593990	0.597434	0.601334	0.600626
01:08:00:00	0.596864	0.591287	0.599974	0.599480
01:08:00:00	0.593185	0.597843	0.600997	0.601313
01:08:00:00	0.599413	0.592278	0.602400	0.598470
01:08:00:00	0.590834	0.591651	0.601305	0.598904
01:08:00:00	0.591275	0.594376	0.603249	0.598816
01:08:00:00	0.593362	0.594043	0.597372	0.598046
01:08:00:00	0.590289	0.592434	0.600687	0.599584
01:08:00:00	0.592974	0.594222	0.603020	0.595273
01:08:00:00	0.592038	0.593941	0.600758	0.598219
01:08:00:00	0.591864	0.596809	0.594653	0.601142
01:08:00:00	0.592470	0.598508	0.594178	0.595185
01:08:00:00	0.592829	0.600798	0.594785	0.593872
01:08:00:00	0.594631	0.593908	0.595830	0.598905
01:08:00:00	0.594965	0.596190	0.601105	0.593270
01:08:00:00	0.591758	0.600386	0.602658	0.599221
01:08:00:00	0.596599	0.600400	0.602731	0.592505
01:08:00:00	0.590007	0.596401	0.595018	0.596862
01:08:00:00	0.589674	0.593417	0.600434	0.601097
01:08:00:00	0.591519	0.596629	0.594015	0.593229
01:08:00:00	0.597252	0.597077	0.594765	0.596908
01:08:00:00	0.594637	0.599960	0.595027	0.601322
01:08:00:00	0.594731	0.598556	0.601754	0.599927
01:08:00:00	0.597461	0.591277	0.602249	0.596556
01:08:00:00	0.597178	0.599352	0.598915	0.596088
01:08:00:00	0.596052	0.592422	0.593505	0.596990
01:08:00:00	0.594225	0.593757	0.593393	0.596099
01:08:00:00	0.590806	0.590848	0.596344	0.600231
01:08:00:00	0.590962	0.592199	0.597210	0.598470
01:08:00:00	0.596716	0.590886	0.596930	0.594992
01:08:00:00	0.599386	0.597126	0.599268	0.594802
01:08:00:00	0.591683	0.591568	0.597821	0.592656
01:08:00:00	0.589679	0.596561	0.593776	0.595355
01:08:00:00	0.598508	0.592482	0.599723	0.597837
01:08:00:00	0.596390	0.594262	0.595255	0.600883
01:08:00:00	0.598422	0.600118	0.600424	0.599668
01:08:00:00	0.590947	0.598195	0.594186	0.593674
01:08:00:00	0.592919	0.594335	0.595051	0.600302
01:08:00:00	0.590010	0.598082	0.599298	0.592622
01:08:00:00	0.591276	0.593368	0.602761	0.596193
01:08:00:00	0.590184	0.597488	0.600111	0.600010
01:08:00:00	0.590828	0.597946	0.596646	0.597315
01:08:00:00	0.593679	0.591274	0.601584	0.593747
01:08:00:00	0.598088	0.591491	0.595626	0.598741
01:08:00:00	0.594617	0.592687	0.596466	0.594731
01:08:00:00	0.598239	0.598971	0.601846	0.598872
01:08:00:00	0.594363	0.597409	0.600015	0.596844
01:08:00:00	0.590592	0.594955	0.595409	0.593768
01:08:00:00	0.589608	0.599085	0.599542	0.601043
01:08:00:00	0.598388	0.598792	0.599877	0.597559
01:08:00:00	0.591362	0.591966	0.594161	0.597410
01:08:00:00	0.598709	0.598758	0.600907	0.592152
01:08:00:00	0.596609	0.593169	0.593980	0.595929
01:08:00:00	0.592736	0.597044	0.596977	0.597203
01:08:00:00	0.590101	0.598231	0.598786	0.593326
01:08:00:00	0.596619	0.593926	0.594038	0.598658
01:08:00:00	0.591189	0.600206	0.599015	0.592714
01:08:00:00	0.595877	0.596505	0.602658	0.599054
01:08:00:00	0.596657	0.599924	0.600965	0.595899
01:08:00:00	0.596875	0.598149	0.599954	0.592650
01:08:00:00	0.595666	0.595746	0.596497	0.592393
01:08:00:00	0.598436	0.597652	0.598772	0.596693
01:08:00:00	0.598169	0.595519	0.600200	0.599760
01:08:00:00	0.590522	0.598800	0.598899	0.596331
01:08:00:00	0.597945	0.597186	0.600138	0.595267
01:08:00:00	0.593796	0.593136	0.593869	0.596174
01:08:00:00	0.595759	0.592431	0.600676	0.596627
01:08:00:00	0.593887	0.595072	0.602609	0.598336
01:08:00:00	0.595459	0.596641	0.601677	0.596196
01:08:00:00	0.595297	0.597684	0.601549	0.591823
01:08:00:00	0.590771	0.596528	0.601201	0.591900
01:08:00:00	0.596402	0.598842	0.595609	0.595797
01:08:00:00	0.597180	0.594983	0.595647	0.595144
01:08:00:00	0.592184	0.592059	0.599115	0.600530
01:08:00:00	0.598225	0.592710	0.597257	0.597887
01:08:00:00	0.590379	0.593605	0.593366	0.599116
01:08:00:00	0.596180	0.600364	0.599944	0.594764
01:08:00:00	0.594437	0.596586	0.601120	0.592701
01:08:00:00	0.593749	0.597545	0.596001	0.597468
01:08:00:00	0.597086	0.591454	0.598874	0.592492
01:08:00:00	0.596043	0.598517	0.594316	0.594198
01:08:00:00	0.592244	0.598198	0.593491	0.595842
01:08:00:00	0.591133	0.596510	0.599470	0.599344
01:08:00:00	0.592030	0.591425	0.595170	0.593212
01:08:00:00	0.597228	0.594361	0.594798	0.597963
01:08:00:00	0.589861	0.595807	0.593385	0.593933
01:08:00:00	0.597878	0.597018	0.597007	0.592004
01:08:00:00	0.597494	0.593186	0.600357	0.596934
01:08:00:00	0.596897	0.590599	0.595666	0.600884
01:08:00:00	0.598733	0.592526	0.598589	0.596147
01:08:00:00	0.595113	0.596771	0.600409	0.597407
01:08:00:00	0.592262	0.590449	0.595301	0.594732
01:08:00:00	0.593180	0.594051	0.599623	0.594878
01:08:00:00	0.590765	0.591778	0.600341	0.599029
01:08:00:00	0.591756	0.593832	0.601503	0.600534
01:08:00:00	0.591008	0.596518	0.601998	0.598363
01:08:00:00	0.592557	0.593175	0.601189	0.600784
01:08:00:00	0.590948	0.598716	0.596896	0.595103
01:08:00:00	0.594600	0.599838	0.595987	0.592746
01:08:00:00	0.591497	0.591141	0.592840	0.593545
01:08:00:00	0.597847	0.598584	0.602207	0.595976
01:08:00:00	0.595831	0.592657	0.592906	0.599660
01:08:00:00	0.592308	0.592495	0.602628	0.600338
01:08:00:00	0.595795	0.599871	0.600118	0.591600
01:08:00:00	0.591830	0.595658	0.598320	0.596676
01:08:00:00	0.593481	0.591417	0.600503	0.591620
01:08:00:00	0.598717	0.594741	0.601415	0.600602
01:08:00:00	0.595151	0.596705	0.602331	0.598013
01:08:00:00	0.593142	0.599678	0.600160	0.598065
01:08:00:00	0.593606	0.590507	0.601131	0.595540
01:08:00:00	0.597097	0.591084	0.600958	0.594997
01:08:00:00	0.589283	0.598662	0.597787	0.594722
01:08:00:00	0.597452	0.598524	0.595743	0.592744
01:08:00:00	0.595917	0.599091	0.600334	0.598061
01:08:00:00	0.591913	0.594175	0.596372	0.596333
01:08:00:00	0.591897	0.594915	0.598169	0.595831
01:08:00:00	0.590523	0.594610	0.597460	0.599158
01:08:00:00	0.591218	0.595740	0.595930	0.591688
01:08:00:00	0.589670	0.594789	0.599784	0.595159
01:08:00:00	0.589967	0.590807	0.600452	0.600213
01:08:00:00	0.597745	0.596356	0.593191	0.598651
01:08:00:00	0.594131	0.594858	0.595543	0.594867
01:08:00:00	0.589969	0.594948	0.595204	0.591733
01:08:00:00	0.592459	0.594167	0.600955	0.593537
01:08:00:00	0.590117	0.596516	0.595331	0.592485
01:08:00:00	0.589696	0.594384	0.597870	0.596086
01:08:00:00	0.588957	0.599565	0.593268	0.591811
01:08:00:00	0.590951	0.596004	0.599670	0.592727
01:08:00:00	0.593218	0.591601	0.592995	0.592467
01:08:00:00	0.591211	0.599186	0.598944	0.592846
01:08:00:00	0.593649	0.598310	0.602450	0.596456
01:08:00:00	0.589624	0.598551	0.592949	0.591938
01:08:00:00	0.598357	0.590297	0.599764	0.591593
01:08:00:00	0.593813	0.595045	0.593605	0.596701
01:08:00:00	0.590302	0.597247	0.601490	0.596830
01:08:00:00	0.596841	0.592529	0.602202	0.592134
01:08:00:00	0.596107	0.590390	0.598834	0.599135
01:08:00:00	0.594777	0.594061	0.596055	0.593335
01:08:00:00	0.594602	0.597438	0.594744	0.601064
01:08:00:00	0.593054	0.594496	0.599405	0.593737
01:08:00:00	0.589654	0.590836	0.600272	0.591466
01:08:00:00	0.596374	0.598621	0.595622	0.598117
01:08:00:00	0.596320	0.596649	0.597018	0.593839
01:08:00:00	0.594342	0.597121	0.600489	0.596094
01:08:00:00	0.591402	0.597338	0.597663	0.591679
01:08:00:00	0.597505	0.596097	0.593068	0.593606
01:08:00:00	0.591750	0.595414	0.602145	0.593873
01:08:00:00	0.592028	0.596431	0.595242	0.595436
01:08:00:00	0.595165	0.598129	0.597277	0.596382
01:08:00:00	0.594804	0.594262	0.595085	0.596439
01:08:00:00	0.597097	0.595634	0.592402	0.594550
01:08:00:00	0.591185	0.598067	0.599368	0.595963
01:08:00:00	0.590664	0.592317	0.597790	0.597603
01:08:00:00	0.592491	0.591544	0.597776	0.598635
01:08:00:00	0.592439	0.599806	0.601808	0.592551
01:08:00:00	0.597479	0.597182	0.601449	0.595349
01:08:00:00	0.591474	0.596765	0.595292	0.598821
01:08:00:00	0.596501	0.598964	0.593642	0.595235
01:08:00:00	0.592075	0.597503	0.600153	0.600243
01:08:00:00	0.596800	0.597336	0.601481	0.600919
01:08:00:00	0.592080	0.596820	0.601750	0.594591
01:08:00:00	0.600418	0.613973	0.586404	0.615947
01:08:00:00	0.612782	0.603615	0.575028	0.582619
01:08:00:00	0.570596	0.628785	0.583667	0.591269
01:08:00:00	0.589674	0.596164	0.603668	0.599686
01:08:00:00	0.587015	0.601504	0.616823	0.580851
01:08:00:00	0.614903	0.587475	0.603409	0.607478
01:08:00:00	0.587666	0.608723	0.596511	0.555828
01:08:00:00	0.605447	0.541116	0.564799	0.607921
01:08:00:00	0.606027	0.622652	0.596084	0.595725
01:08:00:00	0.579455	0.606900	0.584990	0.585997
01:08:00:00	0.593373	0.598500	0.595185	0.593305
01:08:00:00	0.589259	0.597525	0.594631	0.601042
01:08:00:00	0.598371	0.595914	0.592343	0.596336
01:08:00:00	0.593529	0.594058	0.593260	0.596890
01:08:00:00	0.596412	0.590089	0.599711	0.592247
01:08:00:00	0.596301	0.597811	0.594891	0.593025
01:08:00:00	0.593443	0.591802	0.595840	0.598148
01:08:00:00	0.598609	0.594436	0.601635	0.595838
01:08:00:00	0.593687	0.597786	0.594694	0.596412
01:08:00:00	0.594598	0.599712	0.595502	0.599586
01:08:00:00	0.596125	0.590881	0.592512	0.591533
01:08:00:00	0.594071	0.594604	0.594011	0.598133
01:08:00:00	0.591393	0.598539	0.593214	0.594450
01:08:00:00	0.590176	0.595880	0.594334	0.595422
01:08:00:00	0.592430	0.595366	0.595834	0.592755
01:08:00:00	0.594926	0.589834	0.598834	0.599266
01:08:00:00	0.591344	0.598284	0.593217	0.595993
01:08:00:00	0.590671	0.597357	0.594559	0.596077
01:08:00:00	0.592126	0.594220	0.600898	0.599010
01:08:00:00	0.589840	0.597343	0.602035	0.591321
01:08:00:00	0.596171	0.597340	0.601830	0.593975
01:08:00:00	0.596875	0.593039	0.592769	0.600396
01:08:00:00	0.591657	0.596195	0.594808	0.599701
01:08:00:00	0.594251	0.595802	0.598752	0.591752
01:08:00:00	0.592650	0.598088	0.595822	0.594087
01:08:00:00	0.596650	0.596365	0.601472	0.592398
01:08:00:00	0.596896	0.594285	0.600066	0.594109
01:08:00:00	0.597315	0.590642	0.596756	0.593240
01:08:00:00	0.594790	0.590176	0.594644	0.600705
01:08:00:00	0.595860	0.597248	0.598118	0.596696
01:08:00:00	0.593431	0.592631	0.601094	0.593608
01:08:00:00	0.598148	0.598536	0.597941	0.594853
01:08:00:00	0.596975	0.590664	0.601530	0.591943
01:08:00:00	0.590636	0.594439	0.601891	0.596174
01:08:00:00	0.590862	0.593202	0.596155	0.593972
01:08:00:00	0.588753	0.596295	0.597378	0.599743
01:08:00:00	0.597347	0.590945	0.595375	0.599241
01:08:00:00	0.588642	0.594704	0.592651	0.600623
01:08:00:00	0.590738	0.598886	0.595848	0.595620
01:08:00:00	0.590265	0.592657	0.600452	0.599256
01:08:00:00	0.594129	0.598943	0.592134	0.597181
01:08:00:00	0.589122	0.597517	0.595553	0.599972
01:08:00:00	0.594656	0.592222	0.594048	0.596616
01:08:00:00	0.593559	0.591750	0.601785	0.598716
01:08:00:00	0.596514	0.591776	0.593619	0.594972
01:08:00:00	0.595024	0.591122	0.600100	0.596086
01:08:00:00	0.590601	0.594963	0.596024	0.600719
01:08:00:00	0.589244	0.595681	0.592799	0.597204
01:08:00:00	0.598072	0.590492	0.594323	0.600418
01:08:00:00	0.592715	0.595690	0.600993	0.592233
01:08:00:00	0.591832	0.598410	0.594465	0.600386
01:08:00:00	0.592754	0.590273	0.600205	0.598491
01:08:00:00	0.595341	0.592194	0.600885	0.599229
01:08:00:00	0.592696	0.595502	0.600097	0.593436
01:08:00:00	0.598093	0.596299	0.595625	0.592405
01:08:00:00	0.590437	0.594182	0.597050	0.594461
01:08:00:00	0.589367	0.597525	0.598057	0.593214
01:08:00:00	0.596605	0.593406	0.599015	0.598807
01:08:00:00	0.597870	0.593967	0.595092	0.597378
01:08:00:00	0.593715	0.595463	0.601210	0.594277
01:08:00:00	0.591783	0.591368	0.595135	0.592353
01:08:00:00	0.596238	0.591746	0.594698	0.600583
01:08:00:00	0.591967	0.591779	0.597157	0.597563
01:08:00:00	0.594727	0.591208	0.593911	0.593337
01:08:00:00	0.591005	0.592321	0.592973	0.599248
01:08:00:00	0.590054	0.598718	0.592482	0.592520
01:08:00:00	0.596449	0.596143	0.596968	0.593702
01:08:00:00	0.590657	0.598942	0.601099	0.599062
01:08:00:00	0.594248	0.589831	0.593823	0.594072
01:08:00:00	0.589441	0.594521	0.592923	0.600605
01:08:00:00	0.597408	0.594029	0.600218	0.596097
